id,book,chapter,chapter_name_tamil,chapter_name_english,kural_tamil,transliteration,meaning_english,meaning_tamil,explanation_english,explanation_tamil
310,1,31,வெகுளாமை,Restraining Anger,"இறந்தார் இறந்தார் அனையர் சினத்தைத்
துறந்தார் துறந்தார் துணை.","Irandhaar Irandhaar Anaiyar Sinaththaith
Thurandhaar Thurandhaar Thunai","Those, who give way to excessive anger, are no better than dead men; but those, who are freed from it, are equal to those who are freed (from death)",பெருங்கோபம் கொண்டவர் இருந்தாலும் இறந்தவரைப் போன்றவரே; கோபத்தை விட்டுவிட்டவர். இறக்க வேண்டியவரே என்றாலும் சாவைத் தவிர்த்தவர் போன்றவரே.,"Rage destroys you from the inside—it's like you're already dead if you let anger run wild.

**Irandhaar** — people consumed by anger are like corpses; they're so lost in rage they might as well be gone.

**Sinam** — this isn't mild irritation, it's that explosive, burning anger that consumes your judgment.

**Thurandhaar** — but those who actually dump anger? They're like people who've escaped death itself, basically reborn into freedom.

The real punch: staying angry doesn't just hurt others—it kills you spiritually. Letting it go is your only real victory.","கோபம் என்ற இந்தக் குணம் மனிதனை உயிருடன் இருந்தாலும் இறந்தவனைப் போல ஆக்கிவிடுமாம்.
**""சினத்தை""** — அதுவும் அளவுக்கு மீறிய வெறிகோபத்தைத் தொடர்ந்து வளர்த்துக்கொண்டால், நல்ல சிந்தனை, நன்மை பயக்கும் செயல் எல்லாம் இழந்துவிடுவோம். இதுவே முதல் அடி சொல்லும் செய்தி.
**""துறந்தார்""** — அதாவது கோபத்தை வேருடன் பிடுங்கி வாழ்கிறவர் அவர்களோ ஏற்கனவே மரணம் கடந்துவிட்ட தெய்வங்கள் போன்றவர். அவர்கள் வாழ்க்கையில் சாந்தி, அறிவு, சரியான முடிவுகள் நிரந்தரம். 

இன்றைய வேற்றுமையான உலகத்தில் நம் மனஸைத் தண்ணீர் போல தெளிந்தே வைக்க முடியும் என்பதே இக்குறளின் வலிமை."
311,1,32,இன்னா செய்யாமை,Not doing Evil,"சிறப்பீனும் செல்வம் பெறினும் பிறர்க்குஇன்னா
செய்யாமை மாசற்றார் கோள்.","Sirappeenum Selvam Perinum Pirarkku
Innaa Seyyaamai Maasatraar Kol","It is the determination of the spotless not to cause sorrow to others, although they could (by so causing) obtain the wealth which confers greatness",சிறப்பைத் தரும் செல்வத்தைப் பெறுவதாக இருந்தாலும்கூட அடுத்தவர்க்குத் தீமை செய்யாதிருப்பது குற்றமற்றவரின் கொள்கை.,"Even when doing wrong could make you rich and famous, truly virtuous people just won't do it.

**Sirappeenum** — this ""greatness"" or respect that wealth brings? Yeah, it's tempting.

**Selvam Perinum** — getting that kind of money is totally possible if you're willing to harm others.

**Pirarkku Innaa Seyyaamai** — but the spotless refuse to cause sorrow to anyone, no matter what's on the line. That refusal isn't weakness; it's their core principle.

The whole point? Real character means choosing integrity over profit, every single time.","அதிக செல்வத்தையும் புகழையும் பெறலாம் என்று தெரிந்தாலும், பிறர்க்குத் துன்பம் நிகழ்த்தாமல் இருப்பதே உயர்ந்த மனதுடையவர்களின் வழி. குற்றமற்றவர்கள் எந்த விலைக்கும் தங்கள் கொள்கையை விட்டுத் தொலைக்க மாட்டார்கள்.
**""சிறப்பீனும்""** — செல்வம் மிகுதியாய் இருந்தாலும், அதனால் வரும் புகழ் எவ்வளவு பெரிதாய் இருந்தாலும் என்பது பொருள்.
**""பிறர்க்குஇன்னா செய்யாமை""** — பிறர்க்கு இன்னல் விளைவிக்காமல் இருப்பது, அதாவது எவ்வாறு ஆயினும் மற்றவர்களுக்குக் கேடு செய்யாதிருப்பது.
**""மாசற்றார் கோள்""** — பழுதற்ற மனம் கொண்டவர்களின் நிலை, அவர்களின் திறந்த குற்றமற்ற கொள்கை.

இன்றைக்கும் ஆதாயத்துக்காக மற்றொருவனை ஏமாற்றுவதை நியாயப்படுத்தும் பலர் இருக்கிறார்கள். ஆ"
312,1,32,இன்னா செய்யாமை,Not doing Evil,"கறுத்துஇன்னா செய்தவக் கண்ணும் மறுத்தின்னா
செய்யாமை மாசற்றார் கோள்.","Karuththuinnaa Seydhavak Kannum Maruththinnaa
Seyyaamai Maasatraar Kol","It is the determination of the spotless not to do evil, even in return, to those who have cherished enmity and done them evil","நம்மீது கோபம் கொண்டு தீமை செய்தாலும், பதிலுக்குத் தீமை செய்யாதிருப்பது குற்றமற்றவரின் கொள்கை.","They simply won't hit back, even when someone's been genuinely nasty to them.

**Kararuthuinnaa** — doing something harmful or evil in response, getting revenge basically.

**Seyyaamai** — the choice to *not* do it, to hold back.

**Maasatraar** — people without any spiritual stains or flaws, the really clean-hearted ones.

So here's the thing: when someone wrongs you with malice and cruelty, the mark of an actually good person isn't matching their energy. It's choosing silence and restraint instead. That's what separates the genuinely pure from everyone else.","நம்மை வன்மை செய்தவர்களுக்குத் திரும்பி வன்மை செய்யாமல் இருப்பதே உண்மையான சிறப்பு. சினம் கொண்டு கெட்ட செயல் பண்ணிய ஒருவனுக்கு, பதிலுக்குக் கெட்ட செயல் பண்ணாமல் மனத்தைப் பத்திரமாக வைத்திருப்பது — இதுவே குற்றமற்ற சிறந்த மனிதனின் நிலைப்பாடு.
**""கறுத்துஇன்னா செய்தவ""** — நம்மை எதிர்த்து, நம்மையே பீடிப்பவர்கள்.
**""மறுத்தின்னா செய்யாமை""** — அவர்களுக்குத் திருப்பிக் கெடுமை செய்யாமல் நிற்கும் பக்குவம்.
**""மாசற்றார்""** — அகம், புறம் இரண்டிலும் சுத்தமாய் இருப்பவர்.

பழி தீர்க்க எத்தனை பேர் கஷ்டப்படுகிறார்களோ. பொறுமை என்ற ஒரு நெறியே நம்மை மனித சுத்தனாக்கிவிடும்."
313,1,32,இன்னா செய்யாமை,Not doing Evil,"செய்யாமல் செற்றார்க்கும் இன்னாத செய்தபின்
உய்யா விழுமந் தரும்.","Seyyaamal Setraarkkum Innaadha Seydhapin
Uyyaa Vizhuman Tharum","In an ascetic inflict suffering even on those who hate him, when he has not done them any evil, it will afterwards give him irretrievable sorrow","நாம் ஒரு தீமையும் செய்யாதிருக்க, கோபம் கொண்டு நமக்குத் தீமை செய்தவர்க்கு, நாம் தீமை செய்தால், தப்பிக்க முடியாத அளவு துன்பத்தை அது நமக்குத் தரும்.","Even if someone wrongs you first, retaliating with harm when you've done nothing to deserve it will destroy you spiritually and bring unstoppable suffering back on your own head.

**Seyyaamal** — the key is you haven't actually done anything wrong to begin with; you're innocent here.

**Innaadha** — harm or cruelty, the kind that stings and cuts deep.

**Uyyaa Vizhuman** — irreversible misery, the kind you can't escape from or undo no matter what you do next.

So basically: staying innocent is your protection. The moment you break that and hit back, even against someone who hit you first, you lose that shield and invite permanent damage into your life.","நாம் யாருக்கும் தீங்கு செய்யாமல் இருந்தாலும், நமக்குத் தீங்கு செய்த மனிதர்களுக்கு பதிலாக நாம் தீமை செய்யக் கூடாது. ஏனென்றால் அந்த பழிவாங்கும் செயல் நமக்கே கொடுமையான, தப்பிக்க முடியாத துன்பத்தைத் தரும்.
**""செய்யாமல் செற்றார்""** — சொந்தமாய் ஒரு தீங்கும் செய்யாத, குற்றமற்ற மனிதர்.
**""உய்யா விழுமந் தரும்""** — இப்போது அந்த மனிதர் செய்த தீங்குக்குப் பதில் நாம் செய்த தீங்கு, நாம் தப்பிக்க முடியாத துன்பத்தையே கொடுக்கும்.

இன்றைய வாழ்க்கையில் நோ எப்போதும் சற்றே தூரத்திலிருந்தாலும் கூட நமக்கு நம் மனசாந்தம் நீக்கமாகிவிடுகிறது. பழி தீர்ப்பது என்பதே உண்மையில் நம் சொந்த மனவெருக்கத்தை உண்ணுவதே ஆகும்."
314,1,32,இன்னா செய்யாமை,Not doing Evil,"இன்னாசெய் தாரை ஒறுத்தல் அவர்நாண
நன்னயஞ் செய்து விடல்.","Innaasey Thaarai Oruththal Avarnaana
Nannayanj Cheydhu Vital","The (proper) punishment to those who have done evil (to you), is to put them to shame by showing them kindness, in return and to forget both the evil and the good done on both sides","நமக்குத் தீமை செய்தவரைத் தண்டிக்கும் வழி, அவர் வெட்கப்படும்படி அவருக்கு நன்மையைச் செய்து அவர் செய்த தீமையையும், நாம் செய்த நன்மையையும் மறந்துவிடுவதே.","The best way to deal with someone who's wronged you is actually *not* to punish them harshly—it's to kill them with kindness instead.

**Innaasey** — doing harm or evil acts; the wrongs people commit against us.

**Oruththal** — punishing or taking revenge, but here it means the *right* kind of punishment.

**Nannayanj** — showing genuine goodness and help back to them. The real power move? Do good to them so they feel ashamed, then forget the whole thing ever happened—don't keep score on either side.

It's basically saying: make them regret their actions by being better than them, then move on completely.","நமக்குக் கெடுதல் செய்தவரை சரியாகத் தண்டிக்கும் வழி, அவர் வெட்கப்படுமாறு அவருக்கு நல்ல செயல் செய்து, பிறகு அவர் செய்த தீமையையும் நாம் செய்த நன்மையையும் மறந்துவிடுவதுதான் என்கிறார் திருவள்ளுவர்.
**""ஒறுத்தல்""** — அடக்குதல், தண்டிக்குதல். ஆனா எப்படி? கடுமையாக அல்ல, கருணையாக.
**""நாணும்படி""** — அவர் தலைகுனிந்து வெட்கப்படும் நிலை. உண்மையான தண்டனை, மனசாட்சியை எழுப்புவதுதான்.
**""நன்னயஞ் செய்து விடல்""** — நன்மை செய்து முடிந்துவிடுவது. அதிலேயே மனம் வைத்துக்கொள்ளாமல் முன்னிற்க வேண்டும்.

இந்த மனப்பக்குவம் எப்போதும் கடினமே. ஆனா பகையை நட்பாக்குவதுதான் உண்மையான வெற்றி, எதிரி அழிப்பு அல்ல."
315,1,32,இன்னா செய்யாமை,Not doing Evil,"அறிவினான் ஆகுவ துண்டோ பிறிதின்நோய்
தந்நோய்போல் போற்றாக் கடை.","Arivinaan Aakuva Thunto Piridhinnoi
Thannoipol Potraak Katai","What benefit has he derived from his knowledge, who does not endeavour to keep off pain from another as much as from himself ?","அடுத்த உயிர்க்கு வரும் துன்பத்தைத் தமக்கு வந்ததாக எண்ணாவிட்டால், அறிவைப் பெற்றதால் ஆகும் பயன்தான் என்ன?","What's the point of being smart if you don't actually use that smarts to prevent others' suffering?

**Arivinaan** — knowledge or wisdom; having it means nothing if it just sits unused in your head.

**Piridhinnoi** — pain or suffering experienced by other beings; the key insight is recognizing it as real and worthy of your attention.

**Thannoipol** — ""like your own""; this is the moral gut-punch—you should feel another's hurt as deeply as you'd feel your own.

So basically, if you're educated but don't lift a finger to stop someone else's pain, your education is just decoration. Real wisdom means caring.","பிறரின் துன்பத்தை தன் சொந்த துன்பம் போல் கருதாமல் இயந்திரத்தனமாக நடந்துகொண்டால், அறிவு வாங்கினும் அது எந்தப் பயனுமே செய்யாது என்பது இந்தக் குறளின் செய்தி.
**""அறிவினான் ஆகுவ துண்டோ""** — அறிவு பெற்றதால் ஆகும் பயன் உண்டா? என்ற வினாக்கேள்வி. இங்கே ஞானம் மட்டும் போதாது; அதனுடன் இரக்கம் வேண்டும் என்று சொல்கிறார்.
**""தந்நோய்போல் போற்றாக் கடை""** — மற்றவரின் வலி தன் வலி போல் பாராட்டி காக்கும் மனப்பான்மை. இது வெறும் தெரிந்துகொள்ளலல்ல, உணர்ந்து செயல்படல்.

அறிவும் உள்ளம் சேர்ந்தாலே உண்மையான பக்குவம். இன்றைய உலகில் பல பேர் படித்திருக்கிறார்கள்; ஆனால் அயலாரின் கஷ்டம் அலட்சியப்படுத்துபவர்கள் இலக்ஷ்மமாய் நிற்கிறார்கள். அது செய்கை நிறையாது என்பதே வ"
316,1,32,இன்னா செய்யாமை,Not doing Evil,"இன்னா எனத்தான் உணர்ந்தவை துன்னாமை
வேண்டும் பிறன்கண் செயல்.","Innaa Enaththaan Unarndhavai Thunnaamai
Ventum Pirankan Seyal","Let not a man consent to do those things to another which, he knows, will cause sorrow",தீமை எனத் தான் அறிந்தவற்றை அடுத்தவர்க்குச் செய்யாது இருக்க வேண்டும்.,"Don't do to others what you've experienced as painful yourself. It's the golden rule dressed up in practical wisdom.

**Innaa** — things that hurt, that cause real sorrow. The kind of stuff you've actually felt in your own life and know cuts deep.

**Unarndhavai** — you've already learned this through experience. You don't need permission or a rule book; you *know* what harm feels like.

**Pirankan Seyal** — doing these things to someone else. Even when you could, even when it might benefit you.

The point? Your own suffering is your best teacher about mercy. If you've felt pain, you've got no excuse to inflict it on others.","நம்ம வாழ்க்கையில் நாம் சந்திக்கிற சோகம், வலி, துன்பங்கள் — அதெல்லாம் நாம் பிறருக்கு செய்யக் கூடாது, அவ்வளவுதான் இந்தக் குறள் சொல்ற விஷயம்.
**""இன்னா""** — கசப்பான, வலிக்கிற, உன்னை உறுத்திற விஷயங்கள். நீ நிஜமாவே உணர்ந்த துன்பங்கள் அவை.
**""தான் உணர்ந்தவை""** — உன் சொந்த அனுபவத்தையில் கண்ணுக்குப் பட்டுத்தான் இதை உணர்ந்த மாதிரி.
**""பிறன்கண் செயல்""** — வேற மனுஷனுக்கு அதையே கொட்டாதே, செய்யாதே.

அடுத்தவனுக்குத் தரக்கூடிய துன்பத்தை நாம் தெரிந்து வாங்கினால், அது சுயநியாயமான கொடுமை. உனக்கு வலி வந்திருந்தாலே, அந்த வலி வேற யாருக்கும் சரியில்லாமல் இருக்கணும் — இது மனிதப் பண்புக்கு வேற கொள்ளை இல்லை."
317,1,32,இன்னா செய்யாமை,Not doing Evil,"எனைத்தானும் எஞ்ஞான்றும் யார்க்கும் மனத்தானாம்
மாணாசெய் யாமை தலை.","Enaiththaanum Egngnaandrum Yaarkkum Manaththaanaam
Maanaasey Yaamai Thalai","It is the chief of all virtues not knowingly to do any person evil, even in the lowest degree, and at any time","எவ்வளவு சிறிதாயினும், எவருக்கு என்றாலும், எப்பொழுது ஆனாலும் சரி, மனத்தால் கூடத் தீமையைச் செய்யா திருப்பதே உயர்ந்தது.","The ultimate mark of virtue is keeping harm out of your life—even the tiniest bit, even once, even toward anyone.

**Enaiththaanum** — no matter how small the harm is, it still counts. A mean thought about someone at breakfast matters just as much as a big betrayal.

**Egngnaandrum** — at any time, any moment. There's no ""harmless hour"" where petty evil gets a free pass.

**Manaththaanaam** — even in your mind. You can't cheat by keeping meanness locked in your head instead of acting it out. Thinking it is doing it.

The real boss move isn't grand charity—it's the quiet discipline of never, ever wishing someone down, not even once.","சிறிய தீமை கூட பெரிய தீமையே. எக்காலத்திலும், எவரிடத்திலும், எந்த அளவிலும் மனதால்கூட தீயசெயல் செய்யாமல் இருப்பதே மனிதனின் மிக உயர்ந்த நல்லொழுக்கம் என்கிறார் திருவள்ளுவர்.
**""எனைத்தானும்""** — சிறிய காரியம் என்றாலும் பெரிய காரியம் என்றாலும் எல்லா அளவுகளிலும் கூட

**""யார்க்கும்""** — ஒருவனுக்கு என்றாலும், பகையனுக்கு என்றாலும் எவருக்குமே

**""மனத்தானாம் மாணாசெய்யாமை""** — மனதளவில்கூட கெட்ட நினைப்பைக் கொள்ளாமல் இருப்பது

அன்றாட வாழ்க்கையில் சின்ன உணர்ச்சிகாரணமாக வேறு சிலரை அடிமனதில் இழிவுபடுத்தினாலும் அதுவே சாபம். நன்றாக வாழ ஆரம்பிக்கக் காலம் இதுவே."
318,1,32,இன்னா செய்யாமை,Not doing Evil,"தன்னுயிர்ககு ஏன்னாமை தானறிவான் என்கொலோ
மன்னுயிர்க்கு இன்னா செயல்.","Thannuyirkaku Ennaamai Thaanarivaan Enkolo
Mannuyirkku Innaa Seyal","Why does a man inflict upon other creatures those sufferings, which he has found by experience are sufferings to himself ?","அடுத்தவர் செய்த தீமை தனக்குத் துன்பமானதை அனுபவித்து அறிந்தவன், அடுத்த உயிர்களுக்குத் தீமை செய்ய எண்ணுவது என்ன காரணத்தால்?","If you know pain hurts *you*, why would you deliberately inflict that same pain on other living beings?

**Thannuyirkku** — your own life, your own being. You've felt suffering firsthand, so you understand what it's like.

**Innaa Seyal** — harmful, painful actions. The stuff that causes misery.

**Mannuyirkku** — other creatures, other lives. They feel things just like you do.

It's basically calling out the hypocrisy: you wouldn't want someone hurting you, so logically, don't hurt others. Pretty simple moral logic, really.","தன் உயிரினால் வந்த துன்பத்தை ஆழ்ந்து உணர்ந்தவனே, அதையே வேறு உயிர்களுக்கு ஏன் செய்கிறான் என்று திருவள்ளுவர் கேள்வியாக முன்வைக்கிறார். இது நம்மை பிறரின் வலியை நிஜமாய் உணரும் அறிவுக்கு அழைக்கிறது.
**""தன்னுயிர்க்கு ஏன்னாமை தான் அறிவான்""** — நாம் சுயமாக அனுபவித்து தெரிந்த கொடூரம் என்பது, பிறருக்கும் அதே அளவு நோக்கமாக இருக்கிறது.
**""மன்னுயிர்க்கு இன்னா செயல்""** — எந்த உயிரைக் கொல்வதோ, துன்பம் கொடுப்பதோ, அது நம் மனசாட்சிக்கு எதிரான செயல்.

நம் நோக்கங்கள் மக்களை ஆக்கிரமணம் செய்யும்போதும், சிறிய விலங்குகளை பாதிக்கும்போதும், இந்த குறள் நம் உள்ளாய்வை உணர்த்திக் கொண்டே இருக்கிறது. பிறர் தரும் பிரச்சனை நமக்கு எவ்வளவு வலிக்கிறதோ"
319,1,32,இன்னா செய்யாமை,Not doing Evil,"பிறர்க்கின்னா முற்பகல் செய்யின் தமக்குஇன்னா
பிற்பகல் தாமே வரும்.","Pirarkkinnaa Murpakal Seyyin Thamakku
Innaa Pirpakal Thaame Varum","If a man inflict sorrow upon others in the morning, it will come upon him unsought in the very evening","அடுத்தவர்க்குத் தீமையைக் காலையில் செய்தால், நமக்குத் தீமை நம்மைத் தேடி மாலையில் தானாக வரும்.","Whatever harm you dish out comes right back to you, sometimes faster than you'd think.

**Pirarkkinnaa** — hurting others, causing them real suffering.

**Murpakal** — in the morning, when you're fresh and do it deliberately.

**Thamakku** — here's the kicker: that same suffering circles back to *you*.

**Pirpakal** — by evening, by nightfall. It doesn't need anyone to deliver it; it just *arrives*, like a debt collector you can't escape.

The point? Cruelty's got terrible ROI. Harm someone in daylight and you're basically ordering your own pain for sunset.","பிறருக்குத் தீமை செய்தால் அந்த தீமையே நமக்கு திரும்பி வந்து விடும் என்பதுதான் இக்குறளின் செய்தி. நீ காலையில் யாரையும் துன்பப்படுத்திவிட்டுப் போய் மகிழ்ந்திருந்தாலும், அந்தக் கொடுமை உன்னுடைய மாலை நேரத்திலேயே வந்து உன்னையே பாதிக்கும்.
**""பிறர்க்கின்னா""** — மற்றவர்களுக்கு தீமை செய்தல், அதாவது மற்றவர்களுக்கு வேண்டுமென்று தீங்கு செய்யுதல்.
**""முற்பகல்""** — நாளின் முதல் பகுதி, அறியாமை அல்லது வெறுப்பில் செய்த தவறுகள்.
**""பிற்பகல் தாமே வரும்""** — தேடாமலேயே, தனக்கு அன்றைய மாலையிலேயே அதே துன்பம் ஆனது வந்து சேரும்.

இன்றைய சமூகத்திலும் இது உறுதியாக பொருந்தும். கொடுமை செய்தவன் மனசாந்தம் இல்லாமல் வாழ்க்கை முழுவதும் அதே பயம் பொறுத்தே இருப்பான்."
320,1,32,இன்னா செய்யாமை,Not doing Evil,"நோயெல்லாம் நோய்செய்தார் மேலவாம் நோய்செய்யார்
நோயின்மை வேண்டு பவர்.","Noyellaam Noiseydhaar Melavaam Noiseyyaar
Noyinmai Ventu Pavar","Sorrow will come upon those who cause pain to others; therfore those, who desire to be free from sorrow, give no pain to others","செய்யும் தீமை எல்லாம் செய்தவர்க்கே, அதனால் நமக்குத் தீமை வேண்டா என்பவர், அடுத்தவர்க்குத் தீமை செய்யமாட்டார்.","Hurt people, and hurt comes right back to you—so if you actually want a pain-free life, stop hurting others.

**Noyellaam** — all kinds of suffering and sorrow don't just float around randomly; they're consequences that follow the person who caused them.

**Noiseydhaar** — those who inflict pain on others become the target of that same pain eventually.

**Noyinmai Ventu Pavar** — anyone who genuinely desires a trouble-free life has to get it: don't harm others.

It's basically karma dressed up as practical wisdom. You want peace? Stop being the reason someone else doesn't have it.","நாம் பிறருக்குச் செய்யும் கெடுதி எல்லாம் நம்மிடமே திரும்பி வந்து சேரும் — இதையே சொல்கிறார் திருவள்ளுவர். ஆகையால் துன்பம் இல்லாமல் வாழ விரும்புபவர்கள் மற்றவர்களுக்குக் கேடு செய்யக் கூடாது.
**""நோயெல்லாம் நோய்செய்தார் மேலவாம்""** — தீமை செய்தவர்க்கே அந்தத் தீமை வந்து பதியும்; அது தவிர்க்க முடியாத விதி.
**""நோயின்மை வேண்டுபவர்""** — தொல்லை இல்லாத, சுகமான வாழ்க்கை நாடுபவர்கள்.
**""நோய்செய்யார்""** — பிறருக்குக் கஷ்டம் கொடுக்க மாட்டார்கள்.

நமக்கு நல்ல வாழ்க்கை வேணுமென்றால், முதலில் நம் சுற்றத்தவர்களுக்கு நல்ல செயலே செய்ய வேண்டும்."
321,1,33,கொல்லாமை,Not killing,"அறவினை யாதெனின் கொல்லாமை கோறல்
பிறவினை எல்லாந் தரும்.","Aravinai Yaadhenin Kollaamai Koral
Piravinai Ellaan Tharum",Never to destroy life is the sum of all virtuous conduct The destruction of life leads to every evil,"அறச்செயல் எது என்றால், பிற உயிர்களைக் கொலை செய்யாது இருப்பதே; கொல்வது அனைத்துப் பாவங்களையும் தரும்.","Non-violence is literally the foundation of all goodness, and killing? That's the gateway drug to every bad thing you can imagine.

**Aravinai** — this isn't just morality in some abstract sense; it's the actual practice of doing right by others.

**Kollaamai** — not killing, sparing life, letting things be. This is the core deal.

**Piravinai** — every other wrongdoing, every petty evil and major sin, they all sprout from the soil of taking life.

So basically: refuse to kill anything, and you've nailed virtue. Start killing, and you've opened Pandora's box of corruption.","அறப்பணி என்று சொன்னாலே கொல்லாமை ஒன்றுதான் — வேறு ஏதுமில்லை.
**""அறவினை""** என்பது நேர்மையான செயல்களை குறிக்கிறது. ஒரு உயிரையும் பாதிக்காமல் இருப்பது மாபெரும் அறமே.
**""கொல்லாமை""** — உயிர்களைக் கொல்லாது தவிர்ந்து இருப்பது. இதுவே மொத்த நல்ல கர்மாவின் அடிப்படை. மாறாக, **""பிறவினை""** — கொல்லும் செயல் — அது பாபங்களின் செய்திக்கடை. சிறிய இன்சாஃப் முதல் பெரிய தீமை வரை எல்லாம் அதிலிருந்துதான் வருகிறது.

நீங்கள் யாரை பாதிக்க விரும்பாவிட்டால், இவ்வுலகில் நல்ல வாழ்க்கை தேடிக்கொள்ளலாம். அதுதான் சீரான வாழ்வின் ரகசியம்."
322,1,33,கொல்லாமை,Not killing,"பகுத்துண்டு பல்லுயிர் ஓம்புதல் நூலோர்
தொகுத்தவற்றுள் எல்லாந் தலை.","Pakuththuntu Palluyir Ompudhal Noolor
Thokuththavatrul Ellaan Thalai","The chief of all (the virtues) which authors have summed up, is the partaking of food that has been shared with others, and the preservation of the mainfold life of other creatures","இருப்பதைப் பகிர்ந்து உண்டு, பல உயிர்களையும் பாதுகாப்பது, நூல் எழுதியவர்கள் தொகுத்த அறங்களுள் எல்லாம் முதன்மையான அறமாகும்.","Sharing your food and protecting all living creatures is literally the top virtue—the one that beats everything else the ancient wise guys wrote down.

**Pakuththuntu** — this means dividing up what you have and giving some away, not hoarding it all for yourself.

**Palluyir Ompudhal** — protecting creatures with many lives, basically respecting all beings, not just humans.

**Noolor Thokuththavatrul Ellaan Thalai** — among all the virtues scholars collected and listed, this one takes first place, the absolute chief.

So the core message? Generosity and non-harm aren't just nice extras—they're the real foundation of everything good.","நாம் வாழ்க்கையில் கிடைத்த உணவையும் வளத்தையும் பிறருடன் பகிர்ந்துகொண்டு, அதோடு அனைத்து உயிர்களும் வாழ வேண்டும் என்று விரும்பி காப்பாற்றுவது — இதுவே அறநூல்களில் சொல்லப்பட்ட எல்லா நல்ல பழக்கங்களுக்கும் மூலமாய் இருப்பதாக திருவள்ளுவர் சொல்கிறார்.
**""பகுத்துண்டு""** — உடையவற்றை சமாளிப்பவிட்டுக் கொடுத்துத் தானும் உண்ணுவது. அதாவது, முதலில் பிறரின் பசி தீர்ப்பதை நினைப்பது.
**""பல்லுயிர் ஓம்புதல்""** — பறவை, மிருகம், பூச்சி — எல்லா உயிர்களையும் கொல்லாமல் அவற்றின் வாழ்வை பாதுகாப்பது.

இந்த இரண்டையும் சேர்ந்து செய்யுவது என்றால், நமக்கு எவ்வளவு உண்டோ அவ்வளவு பிறருக்குக் கொடுக்க வேண்டும், எந்த உயிரையும் எண்ணிக்கை கட்ட வேண்டும் என்கிற சமநிலை கொள்கைக்கு முக்கியத்துவம் அளிப்பது. இன்று சமூக ஏற்றத்தாழ்வு மறைவதற்கு இதுதான் தாய் மருந்து."
323,1,33,கொல்லாமை,Not killing,"ஒன்றாக நல்லது கொல்லாமை மற்றதன்
பின்சாரப் பொய்யாமை நன்று.","Ondraaka Nalladhu Kollaamai Matradhan
Pinsaarap Poiyaamai Nandru",Not to destroy life is an incomparably (great) good next to it in goodness ranks freedom from falsehood,"உயிர்களைக் கொல்லாத செயல், அறங்களுள் எல்லாம் சிறந்த தனி அறமாம். அதற்கு அடுத்துச் சிறந்த அறம் பொய்யாமை.","Not harming living things sits at the very top, with honesty coming in as a solid second-place virtue.

**Ondraaka** — this means ""incomparably"" or ""without equal,"" so he's saying non-violence is literally in a league of its own when it comes to goodness.

**Kollaamai** — the practice of not killing or destroying life, the core ethical act.

**Poyaamai** — truthfulness or freedom from lies, which Valluvar positions as the next-best virtue to practice.

So the message is simple: if you can only nail two things in life, make them *not harming others* and *telling the truth*. Everything else follows.","அறங்களுக்குள் **""கொல்லாமை""** என்பது முதலிடமாக இருந்து, அதற்கு அடுத்த நிலையில் **""பொய்யாமை""** நிற்கிறது என்பது இந்தக் குறளின் செய்தி.
**""ஒன்றாக நல்லது""** — கொல்லாமை ஒப்பற்ற, சிறந்த அறம் என்பது. உயிரை அழிக்காத செயலே அனைத்து நன்மைகளுக்கும் அடிப்படை.
**""பின்சாரப் பொய்யாமை""** — அதற்கு பின்னால், இரண்டாவிடமாகப் பொய் சொல்லாமல் இருத்தல் வருகிறது. உண்மையுடன் வாழ்தல் மிக முக்கியமான நல்லறம்.

உயிர் என்பது பரிசுத்தமான, அருமையான ஈடற்றது. அதை வேண்டுமென்றே கெடுக்கக் கூடாது. அதன் பிறகு, நம் வார்த்தையை உண்மையாகவே வைத்துக் கொள்ள வேண்டியது அவசியம். இரண்டும் சேர்ந்து ஒரு நல்ல மனிதனை உருவாக்குகின்றன."
